Cbench started.
  %   cumulative   self              self     total
 time   seconds   seconds    calls  ms/call  ms/call  name
  0.02  1294.78      0.05      521     0.10   324.17  Cbench#packet_in
  0.02  1294.83      0.05     3135     0.02     0.05  BinData::BasePrimitive#eql?
  0.02  1294.88      0.05    22944     0.00     0.00  String#force_encoding
  0.01  1294.92      0.04     1047     0.04     0.04  MonkeyPatch::Integer::Ranges#_within_range?
  0.01  1294.96      0.04     1043     0.04     0.04  String#inspect
  0.01  1295.00      0.04     7229     0.01     0.01  BinData::AcceptedParametersPlugin::AcceptedParameters#default
  0.01  1295.04      0.04     1885     0.02     0.23  Trema::Logger#debug
  0.01  1295.08      0.04     3146     0.01     0.03  BinData::StructArgProcessor#hidden_field_names
  0.01  1295.12      0.04      524     0.08     0.10  Pio::OpenFlow::Message#validate_user_options
  0.01  1295.16      0.04     1098     0.04     0.17  BinData::Registry#normalize_name
  0.01  1295.20      0.04     1088     0.04     2.69  BinData::DSLMixin::DSLParser#parse_and_append_field
  0.01  1295.24      0.04     2079     0.02     0.02  Hash#include?
  0.01  1295.28      0.04     1671     0.02     0.50  Bundler::Definition#converge_locked_specs
  0.01  1295.32      0.04      928     0.04     0.05  BinData::DSLMixin::DSLFieldValidator#malformed_name?
  0.01  1295.36      0.04      536     0.07     0.22  Enumerable#sort_by
  0.01  1295.40      0.04     1663     0.02     0.52  Bundler::SpecSet#tsort_each_child
  0.01  1295.44      0.04      361     0.11     2.16  Module#module_eval
  0.01  1295.48      0.04     1089     0.04     0.11  BinData::SanitizedFields#no_field_names_blank?
  0.01  1295.52      0.04       96     0.42     0.83  #<BinData::Struct:0x00000003340938>.flags
  0.01  1295.56      0.04      670     0.06     0.25  BinData::BasePrimitive#initialize_shared_instance
  0.01  1295.60      0.04     3126     0.01     0.54  IPAddr#to_string
  0.01  1295.64      0.04     3770     0.01     0.05  Logger#debug
  0.01  1295.68      0.04     1048     0.04     0.29  Pio::OpenFlow::Version#get
  0.01  1295.72      0.04      521     0.08     0.27  Pio::OpenFlow10::PacketIn::Reason#get
  0.01  1295.76      0.04      524     0.08     0.10  Pio::OpenFlow::Message#parse_options
  0.01  1295.80      0.04    22148     0.00     0.00  Method#owner
  0.01  1295.84      0.04     2096     0.02     0.08  Pio::OpenFlow::TransactionId#get
  0.01  1295.88      0.04     3136     0.01     0.01  Module#to_s
  0.01  1295.92      0.04     6845     0.01     0.01  Array#concat
  0.01  1295.96      0.04     2286     0.02     0.02  Hash#values
  0.01  1295.99      0.03     1047     0.03     0.63  Pio::OpenFlow::TransactionId#set
  0.01  1296.02      0.03     1042     0.03     0.36  Pio::OpenFlow::Port#get
  0.01  1296.05      0.03      521     0.06     0.23  Pio::IPv4#ip_option_length
  0.01  1296.08      0.03     1042     0.03     3.98  PacketIn(open_flow_version: uint8, message_type: uint8, message_length: uint16, transaction_id: uint32, buffer_id: uint32, total_length: uint16, in_port: uint16, reason: symbol, raw_data: string)#raw_data
  0.01  1296.11      0.03      521     0.06    82.57  Pio::OpenFlow10::ExactMatch#initialize
  0.01  1296.14      0.03     6441     0.00     0.00  Array#shift
  0.01  1296.17      0.03     2087     0.01     0.01  Integer#to_i
  0.01  1296.20      0.03     1047     0.03     0.07  MonkeyPatch::Integer::Ranges#unsigned_32bit?
  0.01  1296.23      0.03     2090     0.01     0.12  BinData::Rest#read_and_return_value
  0.01  1296.26      0.03     1562     0.02     0.03  Pio::OpenFlow::Port#max
  0.01  1296.29      0.03       27     1.11     1.11  #<BinData::Struct:0x00000002c9f930>.octets
  0.01  1296.32      0.03       96     0.31     0.31  #<BinData::Struct:0x0000000412bae8>.flags
  0.01  1296.35      0.03      229     0.13     0.13  Module#attr_reader
  0.01  1296.38      0.03      262     0.11     0.46  Gem::Dependency#to_lock
  0.01  1296.41      0.03     1098     0.03     0.87  BinData::SanitizedPrototype#initialize
  0.01  1296.44      0.03     1088     0.03     0.94  BinData::SanitizedField#initialize
  0.01  1296.47      0.03      958     0.03     0.03  Module#define_method
  0.01  1296.50      0.03      102     0.29     1.08  Bundler::Index#local_search
  0.01  1296.53      0.03     7623     0.00     0.00  String#<=>
  0.01  1296.56      0.03       88     0.34     0.34  IO.read
  0.01  1296.59      0.03     3563     0.01     0.01  Module#name
  0.01  1296.62      0.03     1088     0.03     0.25  BinData::DSLMixin::DSLFieldValidator#all_or_none_names_failed?
  0.01  1296.65      0.03      928     0.03     0.05  BinData::DSLMixin::DSLFieldValidator#name_is_reserved?
  0.01  1296.68      0.03      222     0.14     2.12  Pio::OpenFlow::Action.method_missing
  0.01  1296.71      0.03      631     0.05     0.11  ActiveSupport::Inflector#constantize
  0.01  1296.74      0.03      982     0.03     0.14  Gem::Specification._resort!
  0.01  1296.77      0.03      938     0.03     0.11  Gem::StubSpecification#data
  0.01  1296.80      0.03     2511     0.01     0.01  Gem::StubSpecification#name
  0.01  1296.83      0.03      700     0.04     0.20  Gem::Requirement.create
  0.01  1296.86      0.03    11444     0.00     0.00  Kernel#hash
  0.01  1296.89      0.03     2699     0.01     0.06  Bundler::SpecSet#lookup
  0.01  1296.92      0.03      756     0.04     0.74  TSort.each_strongly_connected_component
  0.01  1296.95      0.03     1784     0.02     0.22  Bundler::SpecSet#sorted
  0.01  1296.98      0.03      970     0.03     0.04  BinData::DSLMixin::DSLParser#parent_attribute
  0.01  1297.01      0.03      335     0.09     0.33  Gem::Requirement#==
  0.01  1297.04      0.03      207     0.14     0.39  Gem::Dependency#==
  0.01  1297.07      0.03      154     0.19     0.65  Bundler::DepProxy#==
  0.01  1297.10      0.03       86     0.35     5.23  Kernel#eval
  0.01  1297.13      0.03      936     0.03     0.31  Enumerable#detect
  0.01  1297.16      0.03     1088     0.03     0.05  BinData::DSLMixin::DSLFieldParser#name_from_field_declaration
  0.01  1297.19      0.03     1088     0.03     1.19  BinData::DSLMixin::DSLFieldValidator#validate_field
  0.01  1297.22      0.03     1088     0.03     0.98  BinData::SanitizedFields#add_field
  0.01  1297.25      0.03      530     0.06     0.08  IO#write
  0.01  1297.28      0.03     2083     0.01     0.17  BinData::String#assign
  0.01  1297.31      0.03    10424     0.00     0.00  NilClass#inspect
  0.01  1297.34      0.03     2215     0.01     0.01  Hash#keys
  0.01  1297.37      0.03      520     0.06     0.48  Pio::OpenFlow10::FlowMod::Flags#set
  0.01  1297.40      0.03     1562     0.02     0.11  Pio::OpenFlow::Port#reserved_port_name?
  0.01  1297.43      0.03      525     0.06   321.94  Mutex#synchronize
  0.01  1297.46      0.03      521     0.06   225.97  Trema::Controller#send_flow_mod_add
  0.01  1297.49      0.03      522     0.06   993.97  Trema::Controller#start_switch_main
  0.01  1297.51      0.02     8136     0.00     0.00  Symbol#to_proc
  0.01  1297.53      0.02       79     0.25     0.25  #<BinData::Struct:0x007f7c02406318>.octets
  0.01  1297.55      0.02     1046     0.02     0.02  BinData::Virtual#value_to_binary_string
  0.01  1297.57      0.02      521     0.04     3.76  PacketIn(open_flow_version: uint8, message_type: uint8, message_length: uint16, transaction_id: uint32, buffer_id: uint32, total_length: uint16, in_port: uint16, reason: symbol, raw_data: string)#total_length
  0.01  1297.59      0.02     5223     0.00     0.01  BinData::Struct#clear
  0.01  1297.61      0.02     8928     0.00     0.02  Hash#key?
  0.01  1297.63      0.02      280     0.07  1855.93  Trema::Command#trap_signals
  0.01  1297.65      0.02     1044     0.02   323.76  Trema::Controller#send_handler
  0.01  1297.67      0.02     1048     0.02     0.02  IO#readpartial
  0.01  1297.69      0.02      524     0.04    29.47  Pio::OpenFlow.read
  0.01  1297.71      0.02      521     0.04     8.31  Pio::OpenFlow10::SendOutPort#initialize
  0.01  1297.73      0.02       79     0.25     0.25  #<BinData::Struct:0x007f7bffb75200>.octets
  0.01  1297.75      0.02       96     0.21     0.31  #<BinData::Struct:0x007f7bfe57ce58>.flags
  0.01  1297.77      0.02       79     0.25     0.25  #<BinData::Struct:0x007f7bfeb0a820>.octets
  0.01  1297.79      0.02       79     0.25     0.25  #<BinData::Struct:0x007f7c0210cbf8>.octets
  0.01  1297.81      0.02       20     1.00     1.50  #<BinData::Struct:0x007f7c019ddc60>.port
  0.01  1297.83      0.02       79     0.25     0.25  #<BinData::Struct:0x007f7c01ec66c8>.octets
  0.01  1297.85      0.02       79     0.25     0.25  #<BinData::Struct:0x007f7bf71d3c40>.octets
  0.01  1297.87      0.02     1048     0.02    18.19  Pio::OpenFlow::Message.read
  0.01  1297.89      0.02       79     0.25     0.25  #<BinData::Struct:0x007f7bfd4eae50>.octets
  0.01  1297.91      0.02       96     0.21     0.31  #<BinData::Struct:0x00000004155d98>.flags
  0.01  1297.93      0.02       83     0.24     0.24  Time.utc
  0.01  1297.95      0.02      169     0.12    14.32  Bundler::Runtime#setup
  0.01  1297.97      0.02      352     0.06     1.73  Bundler::Definition#to_lock
  0.01  1297.99      0.02      380     0.05     0.11  BinData::Registry#register_dynamic_class
  0.01  1298.01      0.02     1088     0.02     2.74  BinData::DSLMixin::DSLParser#method_missing
  0.01  1298.03      0.02      208     0.10     0.38  Pio::OpenFlow10::PhyPort16::PortFeature#get
  0.01  1298.05      0.02     7396     0.00     0.00  Module#method_added
  0.01  1298.07      0.02      164     0.12     0.18  String#scan
  0.01  1298.09      0.02      786     0.03     0.03  Proc#yield
  0.01  1298.11      0.02      982     0.02     0.02  Numeric#nonzero?
  0.01  1298.13      0.02      298     0.07     0.07  Gem::StubSpecification#version
  0.01  1298.15      0.02     3666     0.01     0.01  Kernel#instance_variable_set
  0.01  1298.17      0.02      872     0.02     0.05  Gem::Requirement.parse
  0.01  1298.19      0.02      122     0.16     0.16  Module#attr_accessor
  0.01  1298.21      0.02       59     0.34     0.34  Bundler::Dsl#normalize_options
  0.01  1298.23      0.02      229     0.09     1.66  Bundler::LockfileParser#initialize
  0.01  1298.25      0.02     1781     0.01     0.01  String#<<
  0.01  1298.27      0.02      326     0.06     0.21  Bundler::Source::Rubygems#suppress_configured_credentials
  0.01  1298.29      0.02      162     0.12     0.56  Bundler::Source::Rubygems#credless_remotes
  0.01  1298.31      0.02       93     0.22     0.32  Bundler::Index#search_by_spec
  0.01  1298.33      0.02      434     0.05     1.13  Bundler::StubSpecification#_remote_specification
  0.01  1298.35      0.02      124     0.16     0.32  FileUtils.collect_method
  0.01  1298.37      0.02        2    10.00   255.00  Bundler.definition
  0.01  1298.39      0.02      966     0.02     0.02  IO#set_encoding
  0.01  1298.41      0.02      242     0.08     0.08  Gem::Version#initialize
  0.01  1298.43      0.02      842     0.02     0.06  Gem::Version#segments
  0.01  1298.45      0.02     1123     0.02     0.11  Gem::Requirement#hash
  0.01  1298.47      0.02     4990     0.00     0.01  Module#const_get
  0.01  1298.49      0.02      798     0.03     0.10  Gem::Requirement#to_s
  0.01  1298.51      0.02      220     0.09     0.09  BinData::SanitizedFields#copy_fields
  0.01  1298.53      0.02     1088     0.02     1.01  BinData::DSLMixin::DSLParser#append_field
  0.01  1298.55      0.02      564     0.04     0.34  Pio::OpenFlow.version=
  0.01  1298.57      0.02     8354     0.00     0.00  StringIO#pos
  0.01  1298.59      0.02       96     0.21     0.21  #<BinData::Struct:0x007f7bfd5cacf8>.flags
  0.01  1298.61      0.02       79     0.25     0.25  #<BinData::Struct:0x00000003f33600>.octets
  0.01  1298.63      0.02       79     0.25     0.25  #<BinData::Struct:0x007f7bff6ee5d8>.octets
  0.01  1298.65      0.02       79     0.25     0.25  #<BinData::Struct:0x007f7bff65d6f0>.octets
  0.01  1298.67      0.02       79     0.25     0.25  #<BinData::Struct:0x007f7bff249bb8>.octets
  0.01  1298.69      0.02    12266     0.00     0.00  Hash#length
  0.01  1298.71      0.02      521     0.04    73.88  Pio::Parser.read
  0.01  1298.73      0.02     3124     0.01     0.01  Kernel#sprintf
  0.01  1298.75      0.02    19450     0.00     0.00  String#to_s
  0.01  1298.77      0.02     1739     0.01     0.01  Kernel#Array
  0.01  1298.79      0.02     1926     0.01     0.01  Hash#initialize_copy
  0.01  1298.81      0.02     8871     0.00     0.00  BinData::LazyEvaluator#initialize
  0.01  1298.83      0.02     1048     0.02     0.97  BinData::String#read_and_return_value
  0.01  1298.85      0.02     1042     0.02     0.10  Pio::Type::EtherType#get
  0.01  1298.87      0.02      521     0.04     9.12  Pio::OpenFlow::Action.read
  0.01  1298.89      0.02     1051     0.02     1.16  BinData::StructArgProcessor#sanitized_field_names
  0.01  1298.91      0.02     1042     0.02     0.29  BinData::Bit4#read_and_return_value
  0.01  1298.93      0.02     1042     0.02     3.93  PacketIn(open_flow_version: uint8, message_type: uint8, message_length: uint16, transaction_id: uint32, buffer_id: uint32, total_length: uint16, in_port: uint16, reason: symbol, raw_data: string)#buffer_id
  0.01  1298.95      0.02      521     0.04    25.83  Pio::OpenFlow10::ExactMatch#method_missing
  0.01  1298.97      0.02      521     0.04     0.25  Pio::OpenFlow10::SendOutPort#action_length
  0.01  1298.99      0.02     2082     0.01     0.97  Array#inspect
  0.01  1299.01      0.02       79     0.25     0.25  #<BinData::Struct:0x007f7bfd420a38>.octets
  0.01  1299.03      0.02       96     0.21     0.31  #<BinData::Struct:0x007f7bfef78d58>.flags
  0.01  1299.05      0.02       79     0.25     0.25  #<BinData::Struct:0x007f7c0344e298>.octets
  0.01  1299.07      0.02       79     0.25     0.25  #<BinData::Struct:0x007f7c017a21d0>.octets
  0.01  1299.09      0.02       96     0.21     0.21  #<BinData::Struct:0x007f7bfd8323d8>.flags
  0.01  1299.11      0.02       96     0.21     0.21  #<BinData::Struct:0x007f7c02c5e600>.flags
  0.01  1299.13      0.02       79     0.25     0.25  #<BinData::Struct:0x007f7bfef66608>.octets
  0.01  1299.15      0.02       79     0.25     0.25  #<BinData::Struct:0x007f7bfecca228>.octets
  0.01  1299.17      0.02       79     0.25     0.25  #<BinData::Struct:0x007f7c03468030>.octets
  0.00  1299.18      0.01       20     0.50     0.50  #<BinData::Struct:0x007f7bf8571770>.port
  0.00  1299.19      0.01       79     0.13     0.13  #<BinData::Struct:0x007f7c02a30cc0>.octets
  0.00  1299.20      0.01     1047     0.01     0.01  Class#allocate
  0.00  1299.21      0.01      523     0.02    45.43  Pio::OpenFlow::Message#to_binary
  0.00  1299.22      0.01     1048     0.01     0.94  BinData::BasePrimitive::AssertPlugin#do_read
  0.00  1299.23      0.01     1041     0.01     0.24  BinData::String#value_to_binary_string
  0.00  1299.24      0.01      521     0.02     3.92  PacketIn(open_flow_version: uint8, message_type: uint8, message_length: uint16, transaction_id: uint32, buffer_id: uint32, total_length: uint16, in_port: uint16, reason: symbol, raw_data: string)#reason
  0.00  1299.25      0.01      521     0.02    62.00  Pio::OpenFlow10::Match.read
  0.00  1299.26      0.01      520     0.02     0.08  BinData::Uint64be#value_to_binary_string
  0.00  1299.27      0.01        9     1.11     1.11  #<BinData::Struct:0x007f7c014197e8>.flags
  0.00  1299.28      0.01       79     0.13     0.13  #<BinData::Struct:0x007f7c035c68f0>.octets
  0.00  1299.29      0.01       26     0.38     0.38  #<BinData::Struct:0x007f7bff4378d0>.octets
  0.00  1299.30      0.01        8     1.25     1.25  #<BinData::Struct:0x007f7c02b1eda8>.match=
  0.00  1299.31      0.01       26     0.38     0.38  #<BinData::Struct:0x007f7c028f45f0>.octets
  0.00  1299.32      0.01       27     0.37     0.37  #<BinData::Struct:0x007f7c013caa30>.octets
  0.00  1299.33      0.01       79     0.13     0.13  #<BinData::Struct:0x007f7c01d4c568>.octets
